customer_id,customer_name,city,city_tier,age_group,gender,acquisition_channel,membership_tier,registration_date,preferred_slot,phone_number
CUST01365,Anika Desai,Ahmedabad,Tier 2,26-35,Male,Paid Ads,None,2023-03-06,Evening 4-8 PM,9877744414
CUST01366,Aditya Nair,Mumbai,Tier 1,36-45,Male,Influencer,Silver,2021-11-30,Morning 6-10 AM,9558199570
CUST01367,Kavya Shetty,Mumbai,Tier 1,18-25,Male,Organic,None,2021-12-28,Afternoon 10-2 PM,
CUST01368,Rohit Gowda,Mumbai,Tier 1,36-45,Female,Organic,Silver,2021-08-26,Afternoon 10-2 PM,9894951620
CUST01369,Dhruv Khurana,Lucknow,Tier 2,18-25,Male,Referral,None,2023-12-12,Afternoon 10-2 PM,9683562180
CUST01370,Swati Patel,Mumbai,Tier 1,26-35,Female,Paid Ads,None,2022-06-23,Morning 6-10 AM,9609625271
CUST01371,Nisha Krishnan,Bengaluru,Tier 1,18-25,Male,Organic,Platinum,2022-02-07,Morning 6-10 AM,9500845931
CUST01372,Tanvi Gupta,Delhi,Tier 1,60+,Female,Referral,Gold,2021-03-23,Morning 6-10 AM,9243038324
CUST01373,Sarika Sharma,Pune,Tier 2,26-35,Male,Organic,None,2022-06-29,Afternoon 10-2 PM,
CUST01374,Ishita Chatterjee,Ahmedabad,Tier 2,46-60,Female,Influencer,None,2023-08-31,Morning 6-10 AM,9285132385
CUST01375,Hansika Chawla,Bengaluru,Tier 1,36-45,Female,Organic,Silver,2023-11-11,Morning 6-10 AM,9612914010
CUST01376,Chetan Khurana,Delhi,Tier 1,26-35,Female,Paid Ads,None,2022-04-07,Evening 4-8 PM,9907852153
CUST01377,Ravi Choudhary,Delhi,Tier 1,26-35,Male,Referral,None,2023-07-11,Afternoon 10-2 PM,9903812257
CUST01378,Tanvi Bhatia,Jaipur,Tier 2,46-60,,Paid Ads,Gold,2021-11-19,Evening 4-8 PM,9633793013
CUST01379,Simran Arora,Pune,Tier 2,18-25,Male,Organic,None,2021-10-26,Evening 4-8 PM,
CUST01380,Prachi Dubey,Bengaluru,Tier 1,36-45,Other,Paid Ads,None,2022-11-01,Evening 4-8 PM,9604564045
CUST01381,Sapna Yadav,Delhi,Tier 1,46-60,Female,Referral,None,2021-10-09,Late Night 8-11 PM,9625785101
CUST01382,Vinay Jain,Lucknow,Tier 2,36-45,Male,Referral,None,2022-08-15,Late Night 8-11 PM,9448068818
CUST01383,Zara Pillai,Jaipur,Tier 2,26-35,Male,Influencer,Gold,2023-04-23,Afternoon 10-2 PM,9819068385
CUST01384,Ekta Krishnan,Hyderabad,Tier 1,36-45,Female,Referral,None,2023-01-11,Morning 6-10 AM,9319542069
CUST01385,Aditya Jain,Pune,Tier 2,26-35,Female,Influencer,None,2022-02-26,Evening 4-8 PM,9462250499
CUST01386,Imran Naidu,Mumbai,Tier 1,26-35,Male,Paid Ads,Platinum,2023-07-30,Morning 6-10 AM,9750670105
CUST01387,Harini Roy,Mumbai,Tier 1,46-60,Other,Organic,None,2022-06-06,Morning 6-10 AM,9691249692
CUST01388,Prachi Desai,Delhi,Tier 1,36-45,Male,Organic,None,2023-09-30,Afternoon 10-2 PM,9515414277
CUST01389,Ishita Kumar,Bengaluru,Tier 1,18-25,Female,Offline,Gold,2021-05-24,Morning 6-10 AM,9388207655
CUST01390,Diya Tripathi,Mumbai,Tier 1,36-45,Male,Influencer,Silver,2021-01-21,Afternoon 10-2 PM,9872634506
CUST01391,Simran Malhotra,Bengaluru,Tier 1,26-35,Female,Paid Ads,None,2022-12-26,Morning 6-10 AM,9694541854
CUST01392,Neel Reddy,Delhi,Tier 1,36-45,Female,Organic,Silver,2021-11-25,Evening 4-8 PM,9389619473
CUST01393,Harini Joshi,Pune,Tier 2,26-35,Male,Organic,None,2021-12-22,Evening 4-8 PM,9103402003
CUST01394,Rajesh Pandey,Bengaluru,Tier 1,36-45,Female,Paid Ads,None,2021-07-25,Morning 6-10 AM,9576884254
CUST01395,Vandana Krishnan,Delhi,Tier 1,26-35,Female,Paid Ads,Silver,2022-07-11,Afternoon 10-2 PM,9568849679
CUST01396,Vikram Mukherjee,Pune,Tier 2,26-35,Male,Referral,None,2022-02-25,Evening 4-8 PM,9745268953
CUST01397,Nandini Roy,Ahmedabad,Tier 2,26-35,Male,Organic,Gold,2022-07-16,Afternoon 10-2 PM,9347922133
CUST01398,Swati Verma,Bengaluru,Tier 1,36-45,Female,Referral,Gold,2021-02-14,Morning 6-10 AM,9509064426
CUST01399,Simran Srivastava,Mumbai,Tier 1,26-35,Male,Paid Ads,Gold,2022-07-06,Morning 6-10 AM,9613818484
CUST01400,Neel Kamath,Mumbai,Tier 1,36-45,Male,Paid Ads,None,2021-03-16,Morning 6-10 AM,9916806401
CUST01401,Rashmi Reddy,Bengaluru,Tier 1,18-25,Female,Organic,None,2022-06-07,Morning 6-10 AM,9568037375
CUST01402,Lakshmi Shah,Bengaluru,Tier 1,26-35,Male,Organic,None,2021-04-17,Evening 4-8 PM,9895744627
CUST01403,Vivek Chauhan,Mumbai,Tier 1,46-60,Female,Organic,None,2022-02-05,Evening 4-8 PM,
CUST01404,Pooja Hegde,Pune,Tier 2,36-45,Female,Referral,None,2023-01-26,Afternoon 10-2 PM,9300582179
CUST01405,Aditi Chatterjee,Bengaluru,Tier 1,46-60,Female,Paid Ads,None,2023-10-31,Morning 6-10 AM,9279316246
CUST01406,Kavya Kamath,Mumbai,Tier 1,18-25,Female,Influencer,None,2022-07-26,Afternoon 10-2 PM,9862581310
CUST01407,Nisha Reddy,Mumbai,Tier 1,36-45,Female,Organic,Gold,2021-01-02,Afternoon 10-2 PM,9626086805
CUST01408,Sarika Bajaj,Hyderabad,Tier 1,36-45,Male,Paid Ads,Gold,2023-12-01,Late Night 8-11 PM,9871328723
CUST01409,Seema Yadav,Ahmedabad,Tier 2,26-35,Female,Organic,None,2021-09-16,Evening 4-8 PM,9744028430
CUST01410,Rajan Nair,Lucknow,Tier 2,36-45,Male,Paid Ads,None,2022-10-07,Afternoon 10-2 PM,9331466989
CUST01411,Hansika Yadav,Delhi,Tier 1,18-25,Female,Referral,Platinum,2022-09-11,Evening 4-8 PM,9343816148
CUST01412,Pallavi Rathore,Jaipur,Tier 2,26-35,Female,Paid Ads,None,2021-09-25,Morning 6-10 AM,
CUST01413,Hansika Joshi,Jaipur,Tier 2,26-35,Male,Paid Ads,Silver,2023-06-07,Afternoon 10-2 PM,9981643204
CUST01414,Tanvi Patel,Delhi,Tier 1,46-60,Female,Paid Ads,Gold,2022-02-01,Afternoon 10-2 PM,9111871482
CUST01415,Kabir Tripathi,Lucknow,Tier 2,36-45,Male,Organic,None,2023-12-04,Morning 6-10 AM,9458673718
CUST01416,Sonali Banerjee,Pune,Tier 2,36-45,Male,Organic,None,2021-09-10,Afternoon 10-2 PM,9565368486
CUST01417,Ananya Suri,Pune,Tier 2,36-45,Female,Paid Ads,None,2021-11-11,Morning 6-10 AM,9809331304
CUST01418,Uma Srivastava,Hyderabad,Tier 1,36-45,Male,Referral,Gold,2023-02-26,Morning 6-10 AM,9147259052
CUST01419,Ishita Pillai,Bengaluru,Tier 1,26-35,Male,Referral,None,2023-05-25,Evening 4-8 PM,9326147192
CUST01420,Bhavya Reddy,Mumbai,Tier 1,46-60,Male,Paid Ads,None,2023-08-18,Morning 6-10 AM,9822211420
CUST01421,Deepa Suri,Delhi,Tier 1,26-35,Female,Referral,None,2023-08-19,Late Night 8-11 PM,9699758448
CUST01422,Vandana Mukherjee,Delhi,Tier 1,36-45,Male,Organic,None,2023-12-02,Evening 4-8 PM,9935689082
CUST01423,Neel Hegde,Ahmedabad,Tier 2,18-25,Male,Paid Ads,None,2023-10-19,Afternoon 10-2 PM,9155068529
CUST01424,Rajan Naidu,Jaipur,Tier 2,46-60,Male,Organic,None,2022-03-25,Morning 6-10 AM,9264559794
CUST01425,Payal Agarwal,Jaipur,Tier 2,26-35,Male,Paid Ads,Silver,2022-09-05,Afternoon 10-2 PM,9616656295
CUST01426,Keerthi Gupta,Jaipur,Tier 2,36-45,Female,Organic,Silver,2023-06-05,Afternoon 10-2 PM,9132851685
CUST01427,Sanika Nair,Bengaluru,Tier 1,26-35,Male,Offline,None,2023-03-23,Late Night 8-11 PM,9352448868
CUST01428,Ekta Naidu,Bengaluru,Tier 1,26-35,Male,Paid Ads,Silver,2021-06-19,Afternoon 10-2 PM,9891809662
CUST01429,Vishal Pandey,Mumbai,Tier 1,26-35,Male,Offline,None,2021-11-08,Evening 4-8 PM,
CUST01430,Ishita Das,Mumbai,Tier 1,60+,Male,Referral,None,2023-01-02,Evening 4-8 PM,9277405303
CUST01431,Rekha Joshi,Ahmedabad,Tier 2,18-25,Female,Offline,None,2022-01-29,Evening 4-8 PM,9984968257
CUST01432,Farhan Bose,Lucknow,Tier 2,36-45,Female,Paid Ads,Silver,2022-08-06,Evening 4-8 PM,9379153787
CUST01433,Payal Desai,Mumbai,Tier 1,18-25,Female,Referral,None,2022-11-25,Morning 6-10 AM,9970021632
CUST01434,Varun Ghosh,Delhi,Tier 1,26-35,Female,Paid Ads,None,2022-04-27,Evening 4-8 PM,9815386249
CUST01435,Nikhil Dubey,Bengaluru,Tier 1,18-25,Male,Organic,Silver,2021-08-30,Afternoon 10-2 PM,9235409307
CUST01436,Chetan Das,Mumbai,Tier 1,36-45,Female,Paid Ads,Gold,2023-06-11,Evening 4-8 PM,9817548742
CUST01437,Vivek Srivastava,Jaipur,Tier 2,36-45,Female,Organic,None,2021-03-11,Afternoon 10-2 PM,9470532888
CUST01438,Ananya Shetty,Mumbai,Tier 1,46-60,Male,Organic,None,2023-03-26,Afternoon 10-2 PM,9582767472
CUST01439,Ravi Tripathi,Mumbai,Tier 1,60+,Male,Paid Ads,Silver,2022-01-12,Late Night 8-11 PM,9369080108
CUST01440,Tarun Krishnan,Bengaluru,Tier 1,60+,Male,Influencer,None,2023-10-12,Morning 6-10 AM,9873936345
CUST01441,Ananya Choudhary,Mumbai,Tier 1,18-25,Male,Paid Ads,Silver,2022-11-22,Evening 4-8 PM,9985111193
CUST01442,Meera Menon,Lucknow,Tier 2,18-25,Female,Influencer,None,2022-07-15,Evening 4-8 PM,9734031447
CUST01443,Ekta Pillai,Hyderabad,Tier 1,26-35,Female,Influencer,Platinum,2022-08-18,Afternoon 10-2 PM,9147796183
CUST01444,Akash Tiwari,Bengaluru,Tier 1,36-45,Female,Organic,None,2023-05-05,Evening 4-8 PM,9753651567
CUST01445,Ramesh Shetty,Delhi,Tier 1,36-45,Male,Paid Ads,None,2021-03-21,Evening 4-8 PM,9722301809
CUST01446,Pankaj Sharma,Bengaluru,Tier 1,36-45,Male,Offline,Silver,2023-03-25,Afternoon 10-2 PM,
CUST01447,Prachi Agarwal,Mumbai,Tier 1,46-60,Female,Paid Ads,None,2022-09-20,Afternoon 10-2 PM,9633258413
CUST01448,Namrata Agarwal,Lucknow,Tier 2,36-45,Male,Organic,None,2023-03-08,Morning 6-10 AM,9685257215
CUST01449,Aditi Oberoi,Hyderabad,Tier 1,26-35,Male,Organic,Silver,2021-07-23,Afternoon 10-2 PM,9377232860
CUST01450,Rahul Suri,Mumbai,Tier 1,26-35,Male,Paid Ads,Silver,2023-01-11,Evening 4-8 PM,9432314956
CUST01451,Omkar Bajaj,Lucknow,Tier 2,36-45,Male,Organic,None,2021-01-07,Morning 6-10 AM,
CUST01452,Pooja Kumar,Pune,Tier 2,18-25,Male,Organic,None,2023-12-31,Evening 4-8 PM,9817257792
CUST01453,Deepa Banerjee,Hyderabad,Tier 1,36-45,Male,Paid Ads,None,2022-05-28,Morning 6-10 AM,9766087112
CUST01454,Deepak Gupta,Pune,Tier 2,26-35,Male,Paid Ads,None,2022-02-02,Evening 4-8 PM,9778143400
CUST01455,Rohit Kamath,Bengaluru,Tier 1,26-35,Female,Organic,Silver,2023-04-05,Afternoon 10-2 PM,9784498854
CUST01456,Amrita Tripathi,Delhi,Tier 1,36-45,Other,Referral,None,2023-10-10,Evening 4-8 PM,9445974650
CUST01457,Meera Subramaniam,Hyderabad,Tier 1,18-25,Male,Organic,None,2023-02-02,Afternoon 10-2 PM,9999279305
CUST01458,Ramesh Gowda,Mumbai,Tier 1,26-35,Male,Organic,None,2021-08-27,Afternoon 10-2 PM,9694407432
CUST01459,Tanmay Yadav,Lucknow,Tier 2,26-35,Female,Organic,Gold,2022-10-12,Evening 4-8 PM,9557028126
CUST01460,Farhan Mehta,Bengaluru,Tier 1,46-60,Female,Offline,None,2023-02-17,Evening 4-8 PM,9542413659
CUST01461,Vikram Sen,Lucknow,Tier 2,18-25,Male,Organic,Platinum,2022-08-07,Morning 6-10 AM,9247558675
CUST01462,Dhruv Arora,Jaipur,Tier 2,46-60,Male,Organic,Platinum,2022-11-15,Morning 6-10 AM,9718916987
CUST01463,Deepa Shah,Mumbai,Tier 1,18-25,Male,Referral,None,2021-06-13,Evening 4-8 PM,9719937594
CUST01464,Vishal Ghosh,Ahmedabad,Tier 2,46-60,Female,Organic,Platinum,2021-03-25,Afternoon 10-2 PM,9199823067
CUST01465,Pooja Tripathi,Hyderabad,Tier 1,18-25,Male,Offline,None,2021-08-07,Afternoon 10-2 PM,
CUST01466,Seema Agarwal,Pune,Tier 2,18-25,Male,Offline,Silver,2022-05-23,Evening 4-8 PM,9796306277
CUST01467,Payal Gowda,Jaipur,Tier 2,18-25,Female,Paid Ads,Silver,2021-09-17,Evening 4-8 PM,9832773091
CUST01468,Shreya Sharma,Delhi,Tier 1,36-45,Female,Paid Ads,Platinum,2022-01-20,Evening 4-8 PM,9561411684
CUST01469,Lavanya Roy,Mumbai,Tier 1,26-35,Female,Paid Ads,None,2023-04-23,Afternoon 10-2 PM,9367394651
CUST01470,Harini Saxena,Hyderabad,Tier 1,26-35,Female,Paid Ads,None,2023-04-11,Late Night 8-11 PM,9842277684
CUST01471,Lakshmi Hegde,Mumbai,Tier 1,36-45,Male,Referral,Gold,2021-03-24,Morning 6-10 AM,9149997943
CUST01472,Nandini Mishra,Pune,Tier 2,18-25,Male,Offline,None,2022-03-07,Afternoon 10-2 PM,9114774605
CUST01473,Rohit Menon,Bengaluru,Tier 1,26-35,Male,Referral,Gold,2023-01-26,Morning 6-10 AM,9808154449
CUST01474,Prachi Shukla,Delhi,Tier 1,36-45,Female,Organic,None,2022-01-21,Afternoon 10-2 PM,9811143027
CUST01475,Tarun Bose,Bengaluru,Tier 1,26-35,Male,Paid Ads,None,2021-05-03,Morning 6-10 AM,9318871405
CUST01476,Priya Rao,Bengaluru,Tier 1,26-35,Male,Referral,Silver,2023-12-21,Afternoon 10-2 PM,9425553894
CUST01477,Soham Pillai,Hyderabad,Tier 1,36-45,Male,Paid Ads,Platinum,2021-11-25,Afternoon 10-2 PM,9243330292
CUST01478,Nikhil Sethi,Mumbai,Tier 1,26-35,Male,Offline,Silver,2021-10-24,Afternoon 10-2 PM,9660523548
CUST01479,Diya Bose,Bengaluru,Tier 1,46-60,Male,Paid Ads,None,2021-05-09,Afternoon 10-2 PM,9359014195
CUST01480,Pallavi Naidu,Ahmedabad,Tier 2,26-35,Female,Offline,None,2023-12-22,Evening 4-8 PM,9667287649
CUST01481,Akash Chatterjee,Mumbai,Tier 1,36-45,Female,Paid Ads,Silver,2023-09-13,Morning 6-10 AM,9428927979
CUST01482,Siddharth Kapoor,Pune,Tier 2,36-45,Male,Organic,Silver,2023-01-01,Afternoon 10-2 PM,9310741952
CUST01483,Ravi Patel,Ahmedabad,Tier 2,46-60,Male,Referral,Gold,2023-10-07,Afternoon 10-2 PM,9117643054
CUST01484,Farhan Khurana,Hyderabad,Tier 1,46-60,Male,Influencer,None,2023-04-25,Morning 6-10 AM,9210182184
CUST01485,Vivek Shukla,Hyderabad,Tier 1,36-45,Male,Organic,Gold,2021-03-16,Afternoon 10-2 PM,9539308778
CUST01486,Prachi Sethi,Mumbai,Tier 1,36-45,Male,Organic,None,2022-04-30,Morning 6-10 AM,9368775486
CUST01487,Vinay Tripathi,Pune,Tier 2,36-45,Female,Organic,None,2021-12-09,Evening 4-8 PM,9106825346
CUST01488,Tarun Hegde,Jaipur,Tier 2,60+,Female,Influencer,None,2023-10-29,Morning 6-10 AM,9398145849
CUST01489,Payal Banerjee,Mumbai,Tier 1,46-60,Female,Paid Ads,None,2021-07-19,Morning 6-10 AM,9816506411
CUST01490,Kunal Hegde,Bengaluru,Tier 1,26-35,Female,Referral,Silver,2022-03-05,Morning 6-10 AM,9165793697
CUST01491,Neel Bhatia,Hyderabad,Tier 1,18-25,Male,Influencer,None,2022-09-06,Morning 6-10 AM,9838645398
CUST01492,Kiran Chauhan,Mumbai,Tier 1,26-35,Male,Organic,Silver,2023-05-11,Morning 6-10 AM,9327402604
CUST01493,Shubham Joshi,Mumbai,Tier 1,26-35,Female,Organic,None,2023-12-24,Evening 4-8 PM,9728805189
CUST01494,Soham Reddy,Lucknow,Tier 2,46-60,Female,Referral,None,2023-07-09,Morning 6-10 AM,9953320389
CUST01495,Ramesh Kapoor,Delhi,Tier 1,36-45,Female,Referral,Gold,2022-02-06,Evening 4-8 PM,9674932626
CUST01496,Deepak Gowda,Delhi,Tier 1,36-45,Female,Organic,None,2023-12-29,Morning 6-10 AM,9614667734
CUST01497,Jhanvi Kohli,Bengaluru,Tier 1,36-45,Female,Organic,None,2022-04-20,Morning 6-10 AM,9154501175
CUST01498,Dhruv Agarwal,Delhi,Tier 1,46-60,Male,Paid Ads,Gold,2021-07-11,Morning 6-10 AM,9246222107
CUST01499,Arjun Pandey,Ahmedabad,Tier 2,26-35,Female,Organic,None,2021-07-03,Evening 4-8 PM,9176702995
CUST01500,Hansika Agarwal,Delhi,Tier 1,18-25,Female,Paid Ads,Silver,2022-11-23,Evening 4-8 PM,9937569689
CUST01501,Lavanya Anand,Mumbai,Tier 1,18-25,Female,Organic,Silver,2021-06-16,Morning 6-10 AM,9964762970
CUST01502,Vinay Sethi,Mumbai,Tier 1,26-35,Female,Referral,None,2021-11-03,Evening 4-8 PM,9821746234
CUST01503,Urvi Sethi,Mumbai,Tier 1,26-35,Male,Organic,None,2021-10-30,Afternoon 10-2 PM,9611936846
CUST01504,Vidya Choudhary,Bengaluru,Tier 1,18-25,Male,Referral,Gold,2021-03-28,Afternoon 10-2 PM,9644541387
CUST01505,Anika Patel,Delhi,Tier 1,36-45,Male,Organic,None,2022-12-09,Morning 6-10 AM,9877280879
CUST01506,Vikram Rao,Delhi,Tier 1,26-35,Female,Organic,Platinum,2022-07-06,Morning 6-10 AM,9496818788
CUST01507,Sandeep Ghosh,Hyderabad,Tier 1,46-60,Female,Paid Ads,None,2021-03-22,Morning 6-10 AM,
CUST01508,Shreya Arora,Mumbai,Tier 1,46-60,Female,Referral,None,2021-02-04,Evening 4-8 PM,9664596870
CUST01509,Bhavya Mehta,Mumbai,Tier 1,26-35,Male,Organic,Silver,2023-12-19,Afternoon 10-2 PM,9668320415
CUST01510,Pankaj Chawla,Pune,Tier 2,36-45,Female,Referral,None,2023-08-29,Afternoon 10-2 PM,9653689310
CUST01511,Sachin Yadav,Mumbai,Tier 1,26-35,Female,Paid Ads,Silver,2021-05-15,Morning 6-10 AM,9827892854
CUST01512,Kritika Jain,Bengaluru,Tier 1,36-45,Female,Referral,Silver,2021-11-21,Afternoon 10-2 PM,9912263630
CUST01513,Sanika Srivastava,Hyderabad,Tier 1,36-45,Female,Organic,Silver,2022-05-31,Morning 6-10 AM,9982655420
CUST01514,Girish Roy,Bengaluru,Tier 1,26-35,Female,Paid Ads,Silver,2021-03-28,Morning 6-10 AM,9874301128
CUST01515,Rohit Agarwal,Hyderabad,Tier 1,36-45,Male,Offline,None,2021-02-17,Late Night 8-11 PM,9430422007
CUST01516,Prachi Gowda,Bengaluru,Tier 1,26-35,Female,Influencer,None,2021-02-16,Afternoon 10-2 PM,9495536203
CUST01517,Payal Desai,Bengaluru,Tier 1,26-35,Female,Organic,Platinum,2021-10-02,Evening 4-8 PM,9166067421
CUST01518,Rohit Patel,Hyderabad,Tier 1,26-35,Female,Offline,None,2022-02-24,Morning 6-10 AM,9921462344
CUST01519,Manish Shetty,Ahmedabad,Tier 2,26-35,Female,Influencer,None,2022-03-31,Morning 6-10 AM,9196698641
CUST01520,Bhuvan Dubey,Mumbai,Tier 1,26-35,Female,Referral,Gold,2022-02-11,Afternoon 10-2 PM,9828837659
CUST01521,Namrata Iyer,Mumbai,Tier 1,26-35,Male,Organic,None,2021-03-13,Evening 4-8 PM,9905351935
CUST01522,Urvi Rathore,Hyderabad,Tier 1,36-45,Male,Paid Ads,None,2023-10-23,Afternoon 10-2 PM,9873401277
CUST01523,Aditi Sharma,Ahmedabad,Tier 2,46-60,Male,Organic,Platinum,2021-08-07,Evening 4-8 PM,9690279296
CUST01524,Bhuvan Jain,Mumbai,Tier 1,46-60,Male,Paid Ads,Gold,2023-10-16,Afternoon 10-2 PM,9740027558
CUST01525,Tanmay Tiwari,Mumbai,Tier 1,46-60,Female,Referral,Silver,2022-12-10,Afternoon 10-2 PM,
CUST01526,Chetan Naidu,Bengaluru,Tier 1,18-25,Female,Referral,Gold,2022-08-22,Morning 6-10 AM,9612547316
CUST01527,Anika Kohli,Bengaluru,Tier 1,18-25,Other,Organic,None,2021-11-19,Evening 4-8 PM,9643155086
CUST01528,Nikhil Shukla,Mumbai,Tier 1,26-35,Male,Organic,None,2021-03-16,Morning 6-10 AM,9415624678
CUST01529,Vinay Tiwari,Mumbai,Tier 1,46-60,Male,Paid Ads,Gold,2022-11-23,Morning 6-10 AM,9560280392
CUST01530,Arjun Jain,Delhi,Tier 1,36-45,Male,Organic,None,2021-02-06,Evening 4-8 PM,9159471828
CUST01531,Mohan Sen,Delhi,Tier 1,26-35,Female,Organic,Gold,2021-02-25,Evening 4-8 PM,9178038923
CUST01532,Namrata Joshi,Bengaluru,Tier 1,60+,Female,Organic,None,2021-04-17,Morning 6-10 AM,9296928436
CUST01533,Farhan Rathore,Delhi,Tier 1,36-45,Male,Referral,None,2021-10-20,Evening 4-8 PM,9992699868
CUST01534,Arjun Nair,Bengaluru,Tier 1,26-35,Female,Organic,None,2023-07-06,Afternoon 10-2 PM,9354933874
CUST01535,Lavanya Bajaj,Delhi,Tier 1,36-45,Female,Paid Ads,None,2023-02-06,Morning 6-10 AM,9210031414
CUST01536,Soham Anand,Hyderabad,Tier 1,36-45,Female,Organic,None,2021-05-13,Afternoon 10-2 PM,9295182679
CUST01537,Sachin Shukla,Jaipur,Tier 2,60+,,Organic,None,2023-05-12,Evening 4-8 PM,9503585185
CUST01538,Keerthi Das,Ahmedabad,Tier 2,46-60,Female,Referral,Silver,2023-07-24,Evening 4-8 PM,9255886966
CUST01539,Sandeep Kohli,Delhi,Tier 1,26-35,Female,Organic,Gold,2021-07-30,Morning 6-10 AM,9432423268
CUST01540,Manish Kumar,Delhi,Tier 1,46-60,Male,Influencer,Gold,2022-04-02,Evening 4-8 PM,9561574330
CUST01541,Yash Mehta,Bengaluru,Tier 1,26-35,Female,Offline,None,2023-03-27,Afternoon 10-2 PM,9548505886
CUST01542,Anika Sethi,Lucknow,Tier 2,26-35,Female,Paid Ads,None,2022-04-13,Late Night 8-11 PM,9819564389
CUST01543,Sandeep Sethi,Hyderabad,Tier 1,26-35,Female,Organic,None,2021-02-05,Evening 4-8 PM,9989072843
CUST01544,Rohan Tiwari,Mumbai,Tier 1,46-60,Male,Organic,Gold,2023-06-09,Evening 4-8 PM,9941895248
CUST01545,Amrita Yadav,Mumbai,Tier 1,26-35,Female,Paid Ads,None,2023-02-23,Morning 6-10 AM,9776836206
CUST01546,Namrata Sharma,Mumbai,Tier 1,36-45,Female,Organic,None,2021-10-26,Evening 4-8 PM,9436827097
CUST01547,Harini Kapoor,Delhi,Tier 1,46-60,Female,Paid Ads,None,2022-09-29,Morning 6-10 AM,9143553198
CUST01548,Kritika Chauhan,Ahmedabad,Tier 2,36-45,Male,Referral,None,2023-03-12,Afternoon 10-2 PM,9159217839
CUST01549,Sapna Desai,Mumbai,Tier 1,26-35,Male,Organic,Silver,2021-02-22,Evening 4-8 PM,
CUST01550,Ekta Sethi,Delhi,Tier 1,26-35,Male,Referral,Silver,2022-10-21,Evening 4-8 PM,9290255458
CUST01551,Vidya Pillai,Ahmedabad,Tier 2,46-60,Female,Referral,None,2021-04-14,Evening 4-8 PM,9400433206
CUST01552,Uday Shukla,Bengaluru,Tier 1,26-35,Male,Organic,None,2023-07-09,Evening 4-8 PM,9919228886
CUST01553,Lavanya Iyer,Ahmedabad,Tier 2,36-45,,Paid Ads,None,2023-10-05,Morning 6-10 AM,9512824934
CUST01554,Kiran Khurana,Jaipur,Tier 2,36-45,Female,Referral,None,2023-03-25,Morning 6-10 AM,9382178361
CUST01555,Manish Pillai,Mumbai,Tier 1,26-35,Male,Offline,Gold,2022-10-06,Late Night 8-11 PM,9317560037
CUST01556,Seema Joshi,Bengaluru,Tier 1,26-35,Female,Paid Ads,None,2021-12-03,Morning 6-10 AM,
CUST01557,Sanjay Nair,Mumbai,Tier 1,26-35,Male,Influencer,Silver,2022-10-13,Late Night 8-11 PM,9715721836
CUST01558,Sanjay Nair,Lucknow,Tier 2,26-35,Male,Influencer,Gold,2022-09-21,Afternoon 10-2 PM,
CUST01559,Aditya Chatterjee,Lucknow,Tier 2,18-25,Female,Organic,None,2021-07-13,Morning 6-10 AM,9156801073
CUST01560,Mohan Oberoi,Bengaluru,Tier 1,26-35,Male,Paid Ads,None,2021-10-18,Morning 6-10 AM,9636504019
CUST01561,Kritika Kumar,Hyderabad,Tier 1,18-25,Female,Referral,Silver,2022-01-09,Evening 4-8 PM,9657727794
CUST01562,Shubham Reddy,Jaipur,Tier 2,36-45,Male,Influencer,Gold,2023-06-16,Evening 4-8 PM,9987269085
CUST01563,Vishal Malhotra,Bengaluru,Tier 1,46-60,Female,Organic,Platinum,2022-10-15,Evening 4-8 PM,9714637049
CUST01564,Vandana Verma,Pune,Tier 2,26-35,Female,Paid Ads,None,2023-04-05,Evening 4-8 PM,9587021077
CUST01565,Ayesha Mishra,Delhi,Tier 1,46-60,Male,Influencer,None,2021-10-28,Afternoon 10-2 PM,
CUST01566,Sanjay Agarwal,Pune,Tier 2,18-25,Female,Organic,Platinum,2022-12-17,Morning 6-10 AM,9522363610
CUST01567,Keerthi Sen,Hyderabad,Tier 1,18-25,Male,Offline,Platinum,2022-06-27,Late Night 8-11 PM,9178235163
CUST01568,Kunal Gupta,Delhi,Tier 1,60+,Male,Paid Ads,None,2021-03-22,Late Night 8-11 PM,9832143744
CUST01569,Simran Bhatia,Bengaluru,Tier 1,36-45,Male,Paid Ads,Silver,2021-11-21,Morning 6-10 AM,9455281449
CUST01570,Dhruv Anand,Pune,Tier 2,36-45,,Paid Ads,None,2022-05-29,Late Night 8-11 PM,9239573741
CUST01571,Dhruv Mukherjee,Bengaluru,Tier 1,46-60,Female,Paid Ads,Gold,2021-06-22,Morning 6-10 AM,9685932741
CUST01572,Ananya Anand,Delhi,Tier 1,36-45,Male,Offline,Platinum,2023-04-03,Morning 6-10 AM,9679036862
CUST01573,Keerthi Kumar,Pune,Tier 2,18-25,Female,Organic,None,2021-05-11,Evening 4-8 PM,9595430891
CUST01574,Vinay Rathore,Delhi,Tier 1,26-35,Male,Referral,Platinum,2023-11-02,Late Night 8-11 PM,9998770227
CUST01575,Ramesh Jain,Ahmedabad,Tier 2,36-45,Male,Referral,Platinum,2023-12-26,Evening 4-8 PM,9527986678
CUST01576,Nandini Chawla,Hyderabad,Tier 1,36-45,,Referral,None,2023-01-09,Evening 4-8 PM,9881349685
CUST01577,Nandini Dubey,Hyderabad,Tier 1,36-45,Male,Organic,None,2021-12-27,Morning 6-10 AM,9502147783
